id;best_1;avg_1;worst_1;best_2;avg_2;worst_2;best_3;avg_3;worst_3;best_4;avg_4;worst_4;best_5;avg_5;worst_5;best_6;avg_6;worst_6;best_7;avg_7;worst_7;best_8;avg_8;worst_8;best_9;avg_9;worst_9;best_10;avg_10;worst_10
110;84701,09330705041;95196,63693052523;111691,56995481867;76757,63544845254;87307,45934341311;103090,26615516584;81817,07697709778;90610,55182459546;107190,68051184548;77990,3095605704;86819,08811294055;103220,55122132812;80276,33678529486;86893,44698075033;99224,96041379332;75089,93415467965;86778,72395679215;109595,62486309149;83161,42564007417;92525,56268654708;105336,59614728599;81739,91813160467;89853,40111073814;102650,91189365975;80791,75327515957;94538,14846102323;116262,15092720005;85430,51997525712;96359,01174811016;112939,36678882525
111;82012,84716507033;95202,07976829131;117736,42825932105;76757,63544845254;87445,6655276338;102640,71200126583;81817,07697709778;90166,59803400506;107274,3644754759;77990,3095605704;87083,32449694877;102442,07552352505;79419,04085277904;86202,59350301599;97115,23615689759;78492,63423530143;86505,4139139524;98658,80257928526;83161,42564007417;91858,78063190282;103031,96099708494;81137,16743591857;89329,86108087985;102550,91252048592;82732,0571018678;94373,64527620353;111449,33419202101;86224,4370791117;95708,84043318291;112160,20665251512
112;82012,84716507033;95178,89542932223;110647,03571497982;76757,63544845254;87183,29957892753;101120,33440031207;81817,07697709778;90791,3570530917;110688,739856545;77971,04273088629;87587,79982965437;100123,29704604961;79419,04085277904;86243,58308926449;100089,58632990086;78492,63423530143;86133,41970650891;99987,07676042672;83161,42564007417;91868,55016155925;106712,99003021442;81504,39949571528;89576,14883430279;102656,28541874146;79387,76461756827;93483,96412200222;111423,74542685685;84660,5916813912;95169,95851045987;114693,09221197391
113;82012,84716507033;94310,05731717628;114352,2735163974;76757,63544845254;86785,45817185049;99819,84141134382;81751,95636181593;90978,85552723751;106100,24431527575;77971,04273088629;87783,35994624314;108059,84306878698;80276,33678529486;86188,99157289293;98680,58749765187;75320,74165714279;86010,9043189677;99721,71235294784;84020,98259220515;92668,4850007072;111483,6619560159;80691,5459008992;89102,97183284718;108873,39279076827;82691,52494351476;92881,17500054231;113790,52015480734;84660,5916813912;95173,59873937893;118829,37118963308
114;81194,54701089107;93333,6740046614;109424,50641322325;76588,56244576165;86381,50641805065;100448,7786255819;81632,28129593159;90778,62877867215;105240,27879214293;77971,04273088629;87471,9074015049;102255,62650627871;77967,7179446723;86077,66159867115;101296,37647059186;77917,95984190764;86356,1442549543;100246,20619800429;84020,98259220515;92663,32498519856;109070,25459456173;80691,5459008992;89449,85624514513;106773,55133612693;81839,8655155034;93065,21711627876;113973,41874279626;85395,49759341482;96201,51546621372;112075,32113637603
115;81194,54701089107;92002,80977786476;108352,28386657886;76259,81782003217;86308,45775256229;105759,33574397936;80409,91132832287;90296,93103723947;102758,16613611949;77971,04273088629;87393,02108253517;101664,60741500097;77886,10397608038;86431,85130103135;96519,54067589424;77359,20041005255;85866,67071355188;100957,89090452153;83031,73140786136;92819,11173888264;115001,49638849158;81523,85149069245;89513,25750436018;108708,60702508272;82283,58483680179;93544,86985820167;115366,109038734;85324,48673280285;96569,10859400748;116704,53248673653
116;81194,54701089107;91300,51778850472;109198,21418074887;76259,81782003217;86114,37723306054;104007,04773425304;79892,76380952516;89428,05368573534;102667,0731286211;77019,11768292024;86937,03931790477;101644,20276829679;77886,10397608038;86320,47481418082;98255,57310117799;77608,63102991003;85692,52654352692;98539,6384341802;83031,73140786136;93816,50720682878;106235,42792336241;81775,30246827622;90158,72800887187;106228,91022093537;82691,52494351476;93160,2193763826;114871,48521730216;85035,21574475056;96097,2091018931;116613,3334551484
117;81194,54701089107;91100,28200125923;108003,1298198929;75752,37936607368;85229,42918357342;101295,797808876;79245,88361288427;89068,93824865462;107492,03077453133;77957,55129225284;87293,9794488017;101267,30147042946;77886,10397608038;85336,46439554285;99431,42068611807;76391,64722942018;84916,17374628306;98174,08339423302;83031,73140786136;93366,13226038183;112656,50143208061;81805,8141208967;90413,43590370113;106886,00976088659;82691,52494351476;93856,57969387154;113942,25390003082;85324,48673280285;96038,48214078741;116943,20270566012
118;81460,18848386058;90209,19910052068;109370,37042118805;72793,95066043893;84958,57827546213;97559,35298731191;78071,99268770678;89202,62285547105;109635,31860293559;77957,55129225284;87223,43141410836;102452,34861058841;77886,10397608038;84709,44976575358;96953,29961635548;76391,64722942018;84653,8041005782;102380,32177743137;83031,73140786136;94414,5205733795;110063,25797523398;80483,59395180045;89841,80724573393;104162,94469830774;82691,52494351476;93627,26283477005;115497,27472981592;84922,08925559369;95927,60420118111;113912,73156208462
119;80950,18962908458;90291,07754242474;104507,53419952057;72793,95066043893;84623,34210644593;98558,1934162069;78071,99268770678;88618,92047767284;107064,14704593715;77957,55129225284;87010,86062499603;102957,28884531138;77858,77651062701;84238,54322860537;96397,56429379743;76580,8924963296;84695,59487459778;98416,54546118279;82435,59735338387;93884,66739230974;109421,55035363413;80483,59395180045;89090,64958057975;101832,61340360815;82732,0571018678;93888,66505918946;112575,86283390623;84922,08925559369;95193,99645898309;117222,09509340748
120;80707,52202391211;89933,36947478443;107726,74399946105;72793,95066043893;84259,87177052659;95933,85234897927;78071,99268770678;87977,80994674112;107751,72213873533;77957,55129225284;86754,1023644926;105864,67868014758;77886,10397608038;84058,94509734651;96167,89494307812;76691,50044094566;84296,14607349515;100106,76463646573;83672,86203884147;93244,9653765312;109100,16020568283;80483,59395180045;87781,66485354585;102281,05914203134;81142,43808920411;93152,62705908943;113495,50353819352;84922,08925559369;95087,43319212993;115784,89602391214
121;80707,52202391211;90267,04754888425;112038,2948149649;72793,95066043893;83642,94932175758;96278,13631419456;78071,99268770678;88161,91274288765;101313,19637244617;76244,65354532006;87143,92203732004;103456,41912721004;75998,81654577082;83913,2344081673;96162,92268088773;75537,37492964652;83664,08036443917;96600,40141883759;84307,25159688247;92706,229323601;110593,42223558007;80483,59395180045;87359,00253176776;103069,94202813493;81222,60445251655;92567,60842174741;113923,77118093375;84922,08925559369;94243,49777152456;110698,99496189546
122;80707,52202391211;90756,99970565936;107738,11537353205;72793,95066043893;83324,45978365825;99321,79284664866;78071,99268770678;87082,85902738244;104002,85082317339;76244,65354532006;86767,95499324276;103679,90005594587;77688,96219484537;83720,80207919907;94805,47129244263;75537,37492964652;83660,43430230876;99458,9630642694;83474,02181466621;93442,24509136361;109381,39629876908;79804,49814294759;87096,41533408742;101158,42437765261;81652,60680998997;93156,63252216586;111400,2604372385;84615,85226034535;93387,93905862799;117781,7405558356
123;80579,85485534622;90766,47387253794;110823,3662292683;72793,95066043893;83478,81491963739;98206,2353614289;77948,12350229283;85835,73695409879;100745,3118160958;75229,22658246677;86682,45059831336;102224,58702257382;77688,96219484537;83651,44337226858;100057,53497792773;75537,37492964652;83947,2773239305;102083,46010767829;83474,02181466621;93250,74556691435;112418,35597964289;79804,49814294759;86587,53772603827;103769,16344902181;81733,19775868264;91853,14320395488;106312,16965334283;83267,63948510852;94437,70176252977;112689,17027196792
124;77691,06905703743;91064,92567096936;106845,47458498544;72793,95066043893;82571,00497157953;101186,5778103155;78071,99268770678;85532,34257648331;97082,6109591458;76244,65354532006;85933,67812909723;103615,84321674755;76571,68068720821;83897,9027825697;95334,37674103495;75537,37492964652;84226,98690922161;99254,8068963621;83474,02181466621;93738,08073891923;110254,22303090687;78786,9295254667;86397,44442931033;99274,2280867553;81733,19775868264;91139,5510602577;108088,54362824146;83267,63948510852;94012,24393049869;113007,05701449169
125;77691,06905703743;90868,74860169321;108631,7400419771;69457,48257198723;82603,5179271379;99516,03737761124;77690,32420635303;85096,15256897462;100016,92165295179;76693,44266401153;85931,07974361967;101676,95919319708;76279,38532224964;83692,35288263569;95403,22000983449;74635,18516809418;84547,49050874537;101241,53811434026;83474,02181466621;93537,4333213887;111830,11282770973;78952,52082682957;85632,63770282188;98252,7238956485;80146,64222654093;90601,3933507057;107263,12850372911;83267,63948510852;93757,60414989415;110482,47131726996
126;77691,06905703743;91004,71037617508;107934,75972093645;69457,48257198723;82515,11828035238;102289,47048165431;77662,50004596627;85036,8740769386;96471,74465354305;77617,63971565747;86194,9034272559;101490,23285184821;76571,68068720821;83787,43156353915;96877,03181757845;76132,76785592466;84430,11083918173;96327,79523085168;83474,02181466621;93545,64677047571;112580,83904165581;78952,52082682957;85301,23883955828;102396,31747700421;80146,64222654093;90785,96531061144;106255,26676373936;85197,97763120467;93597,11373223574;109614,37718902076
127;77691,06905703743;90806,81086128997;103233,58360879804;69457,48257198723;81648,28712336006;101895,07261061021;74350,21016637482;84299,30974807733;96776,99274189297;76890,61658040357;85913,94633587197;105368,7452418666;76498,76490650976;83715,58503494735;97254,02490356284;74665,60723546357;84001,54365876873;97128,36000944594;83474,02181466621;93836,18965330833;106815,81498781436;78952,52082682957;85390,78793014678;93545,36745160886;82636,4587751516;90738,37094572665;109623,64660089678;85197,97763120467;93113,29104108583;109509,26023498033
128;77227,6804851199;90432,96157577395;106308,35767837065;69457,48257198723;80411,92366778864;94951,02082932938;74350,21016637482;84376,91514378008;95929,1000421729;76049,5751988575;86193,12808512828;101720,56524570969;76571,68068720821;83472,82327030846;94612,86845013648;75868,74091989017;84025,06490376576;98015,7514527315;84361,60374231775;93748,29544920647;112490,92641116587;78952,52082682957;84649,5721322909;101777,86594521935;80945,62881429776;91042,43196310892;108792,8467262472;83885,29388483918;92710,8813706595;114759,87206438399
129;77691,06905703743;89547,75610719998;106316,93266731639;68724,1732925486;79299,36694133068;95174,63033940153;77433,68457772794;84667,00936625479;100169,60129544532;76049,5751988575;85888,66515063838;98561,04981341638;75147,20134232604;83379,37574416539;97685,1341275896;73251,71150692683;83746,79032308017;101476,05604380797;84361,60374231775;94283,71667179838;114512,96014786106;78952,52082682957;84628,50545950729;97585,55653449055;80868,14735085788;91752,06622714376;112873,6053914794;85197,97763120467;92791,63853611838;107748,51984056817
130;76147,36881600443;89593,89993420617;105755,505438593;68402,63827184615;78224,70940377067;97041,17749592237;77915,15763863476;85151,77144875027;99364,5648836653;74085,74997237294;85406,43256431374;102970,33902732652;76017,00970948525;83480,27744677405;101706,39540022041;73251,71150692683;83823,84901768634;99985,97081847674;84361,60374231775;94446,08897890871;110177,92966009771;78943,31527801664;84431,9759857038;97820,25903951746;80868,14735085788;91898,78455474829;112846,79829867619;83263,31589604836;92449,64664635873;109864,52367843832
131;76147,36881600443;88685,55126769253;112609,66334912599;67329,56207487751;78018,25888322835;97773,86276538597;77316,42713664447;85730,29325852894;99266,03265486237;73029,97774335452;85374,7000594312;101715,44073681982;75875,96352099234;83641,48036286898;96910,356868201;72870,38391800188;83783,44865810718;99610,96279929613;84361,60374231775;94421,2443537892;110403,57566104221;78533,2091720746;84647,99060790405;100509,54811745253;80868,14735085788;92094,3877294381;111271,21591064536;84212,1263620295;92571,70292417603;113644,74525203838
132;76147,36881600443;88893,73224174745;106117,29106700676;66328,28689897091;77525,40826712426;94768,11467475483;77675,76356371059;85633,20989174569;97566,05336606925;73029,97774335452;85087,10172927628;97365,27260523364;76017,00970948525;83638,86256964902;95026,73007079225;72870,38391800188;83179,42462099668;102004,28673894604;84361,60374231775;94280,35292849729;110836,14896276045;78533,2091720746;84614,20195990417;94877,62407187161;80868,14735085788;92193,24601066743;108830,43038859693;84212,1263620295;92580,41468597876;109923,34894466716
133;76147,36881600443;88088,33064880587;103014,29619402916;66328,28689897091;76771,04000441292;89870,79910270544;75310,38971066337;85763,12511299562;102129,6231050496;73029,97774335452;84360,4857566936;96907,56262986506;76017,00970948525;83001,23434159056;95346,00602984591;72870,38391800188;83333,63580087999;94631,00198562093;84361,60374231775;94641,78374563025;113252,8337538437;78533,2091720746;84155,00060003834;100749,89839868368;80868,14735085788;91968,19049323974;109824,885883348;84212,1263620295;92640,86472002906;109142,65311421746
134;75540,45125897216;86656,17671099002;103355,74325534106;66328,28689897091;76303,99492866649;90409,69770002262;76927,97305733617;85872,6076670205;107031,16064955042;72714,31983778163;83489,7849693744;98044,5888846975;76017,00970948525;83116,37232266796;97814,36841338534;72870,38391800188;82118,12439823839;94866,8480905837;84361,60374231775;94496,8244579068;112967,1757424987;77790,0999953093;84158,22074049343;95784,20031271996;80945,62881429776;92343,95710576054;110133,3024747921;84945,69431907822;92351,56502860769;106514,90832770188
135;75540,45125897216;85999,13417972696;101410,32327645714;69061,58882307124;75747,56355293683;91227,73212032282;76897,78215671195;87109,75616801484;102783,53144442338;72714,31983778163;82551,94768905964;98806,79878807659;76017,00970948525;83003,57110726558;99054,48262658074;72870,38391800188;81404,07175930258;93509,8028971317;84928,8914848056;94686,16900605815;116769,20519487951;77158,68638860434;84105,01153377257;96277,07211192937;81260,76860531067;93054,29722025275;109637,4581802311;84613,2462731364;92227,74276570985;109013,51518582676
136;75540,45125897216;85450,56074883092;97772,94462590084;69061,58882307124;75974,6308978478;89116,41188124416;76349,71414629095;86172,782467899;105025,49095889914;71629,73536210929;81824,49698144809;94498,92036383496;75582,16937509488;82942,06444568107;95646,86360584684;72870,38391800188;80658,87574309221;93576,38823062892;84966,03906445646;95215,11267290714;110578,16095098859;76833,30676162228;83986,08460569498;94358,95141068213;81260,76860531067;92381,663642093;107588,24365521764;85055,77214946924;92421,30812743737;105393,11394429088
137;75540,45125897216;84565,48215363467;98030,86489668535;67128,4938519874;75951,55316744;92018,67226484146;76349,71414629095;86567,29195063905;103435,32481997763;71629,73536210929;80966,27284267214;95290,5797210317;75582,16937509488;82827,17886408474;95646,86360584684;72412,52544866956;79959,04294847036;90607,81595597444;83951,62451299668;95525,35341340792;113063,28297527798;76123,74894740524;83651,28848329381;99377,73875439822;80910,6591476939;91718,1149109063;115923,48363304565;84635,69165910968;91933,90278350998;108615,55268675603
138;75540,45125897216;84037,79678884947;96313,2401570564;66455,62005812228;75520,71946601548;91110,52165959746;76106,38442512685;86377,98123083547;100239,76060352604;72254,78969111029;80196,13080110455;94920,8878465244;75582,16937509488;82984,10443089435;96336,15541420782;72412,52544866956;79371,48398813621;92786,41737689328;83951,62451299668;95420,79467968385;113512,36331578536;75756,30794995028;83707,00823740079;94394,9465105752;81830,24364065971;91927,14999526758;108962,24194600209;83879,6050811398;91988,87654375954;105753,84391646084
139;75540,45125897216;83104,39651069809;95193,94295991855;66555,25555283754;75186,26883128622;92411,05256432548;73198,6374294971;85795,02362275762;101550,95778938654;73036,12073961619;79377,58130467187;93080,43372335899;74861,43108365347;82727,17301347338;94364,80905705076;72201,35412881206;78504,83246800974;95806,01982880115;83951,62451299668;95852,03447463708;114569,35177314711;75290,3522943557;83178,66279977192;96907,09251468109;81830,24364065971;91836,34256279068;109117,28772088871;83603,92081806537;91753,47224215778;105196,86272964219
140;75460,4443204561;82772,58540808893;96298,70322012478;66335,81021670718;75827,49731498733;91090,02752295011;75103,73187780567;85726,58193664218;101907,82598267199;72444,34025136186;79277,70969631692;92339,9224577521;74861,43108365347;82537,65156628173;93679,50207625295;71733,63338874934;78043,12716747496;94685,0203508612;83951,62451299668;94968,40410686145;110962,55136017979;75290,3522943557;83396,02475601301;99450,2711372111;81830,24364065971;91485,02456322454;110264,99258683906;84949,21861689768;91998,42814118355;110688,58953109397
141;74189,51432540572;82229,76183963705;96096,02499273107;66335,81021670718;75505,69774211406;97536,96621540631;75103,73187780567;85063,90267324999;101130,42027452085;72444,34025136186;78940,99088649877;90163,25299441947;74234,53912863799;82544,19420420389;93863,40864987372;72282,17051332316;77645,82258645905;95350,29616042732;83951,62451299668;94451,35807950699;107399,25775502576;75352,99083158807;82833,25238507948;97398,88896276933;81943,68618542439;91679,54201595469;111517,73370519064;84265,86056354469;92491,92406699226;107139,55206169526
142;74189,51432540572;81434,32921468883;95460,4374980932;66335,81021670718;75733,4864350517;89449,29272694224;74789,39066021811;84697,80178285614;98793,69147519965;72444,34025136186;78602,33375369309;89878,09301511127;73255,1558083454;82516,26417292285;98725,88881370159;71575,05469457654;77424,00549634482;89259,86432550223;83951,62451299668;93814,04033243838;111346,40408308974;73610,20322455114;82885,85264871584;100570,17396353158;80446,14679488087;91401,38690710503;107448,09087051685;84265,86056354469;91928,31949128892;106041,23196489469
143;72629,69939373052;80849,85436927616;95459,10338182341;66393,68733475893;75392,1111543455;91385,94719308836;75586,79104081336;84356,59396100811;103983,69590718606;72444,34025136186;78181,86295410147;91418,8673015418;73255,1558083454;82774,51029142711;96949,85540993055;71045,80732039145;76948,93280172777;89074,98919051768;83951,62451299668;93808,6065477348;108962,41292868769;71837,05832400147;82684,3113579164;97315,75478571419;76262,41235983168;91313,02916301033;110878,70461775443;84265,86056354469;92203,30918593112;104006,43664035972
144;72591,4984633513;80375,24291232179;94905,12228845166;66393,68733475893;75178,04917461716;90349,98219906416;74725,54775431854;84625,61634608582;97834,33769011837;72444,34025136186;77623,46851039035;87150,71353429284;73182,15056736337;82464,47450363942;96642,87115815314;71440,0260640025;76901,04158390545;86483,85959612786;83463,45221521117;93322,42696402041;110303,07353134162;71837,05832400147;82114,96467555403;101204,30042418661;75010,95527873415;90637,22612242535;121572,46820313405;83340,73438038121;91913,78356760983;106929,7011693238
145;73404,83737968779;79630,69086134882;92435,9455709708;66845,37629211158;75245,60891370733;90427,74834124131;74725,54775431854;84181,67946531871;99756,66542585248;72142,8747115243;77341,633921971;90577,14238063752;73152,93670317678;81965,97611008167;98540,55000090366;69631,28554682006;76547,73274476887;86615,60367642684;83463,45221521117;92388,70335974694;107620,76210885802;71837,05832400147;82321,59827228398;95959,11762970425;76262,41235983168;91288,59558707183;111361,47466203758;83019,0743656357;92023,11746243866;108894,0111676424
146;73404,83737968779;79220,74188229124;89697,16553092514;66845,37629211158;74732,77575851676;87002,08455285232;74725,54775431854;84103,46078904382;98604,31214129853;72444,34025136186;77410,157069195;88774,4438382118;73152,93670317678;81264,32854437198;96015,88321991812;69681,22991204736;76146,68789195301;91223,66528408782;81349,06402718881;91872,7293300052;108653,95520399994;71837,05832400147;81125,56912482293;96773,54619603413;76262,41235983168;90278,410799138;111156,08315469288;80295,09879749927;91518,03391755161;108877,93130402792
147;73404,83737968779;78876,47946937029;87968,27350310852;63422,988639704876;74052,76638355915;87673,46746796188;73154,6015698586;83398,2781063297;96645,96741939751;71669,84085772105;76902,82567255857;88506,3548275727;72303,51176893355;80345,30542962477;93190,65025512881;69681,22991204736;76324,54420580814;88066,27252894048;81349,06402718881;91491,12498173986;105358,92715820088;73219,96204766429;80807,85659595182;93369,6533153215;76262,41235983168;90136,27221779265;111237,6746454403;82566,95035264328;91618,4686113643;106173,26826437551
148;72426,82552937073;78954,49043067888;91880,18394895112;63422,988639704876;73915,55574381204;91631,93984928362;73154,6015698586;82735,88690643854;97759,72077929534;71658,95400193107;76578,08330941157;91979,90083967766;71973,74501615303;79649,30264341735;95291,72045552242;69681,22991204736;76513,89285916556;87601,83579313218;81349,06402718881;90587,3455431846;109105,00759501579;72545,01440725183;80205,08506040253;93293,24284529383;76262,41235983168;89607,65524739058;110787,72488280793;82209,54742918322;91492,26304787288;106534,92139563695
149;73494,64843282629;79149,48666495385;92125,99640896596;65212,79838971136;74284,01745158824;91631,93984928362;73961,84611708875;82568,51048109817;105025,25212857782;70981,36531029505;76966,42345281482;88841,79270461292;73152,93670317678;79897,38042740691;94945,92071124553;69681,22991204736;76661,9587744921;89337,64814061797;80596,06774867047;90188,00953699076;108848,55370302679;72876,20105480427;80019,74810598642;92267,80864350984;75303,9912457812;89166,88112020218;108885,76833364004;82209,54742918322;91072,38515986879;107670,77394734843
150;72981,86775597956;79142,82228421542;89992,89570635224;65385,981191708204;74341,37900741106;89690,38990476044;72631,57774773051;83138,9422294826;99167,13370114045;70981,36531029505;77190,16190125738;87111,373860688;72130,76440538032;79618,72722176851;94307,03956958877;69681,22991204736;76606,19187432117;86643,24844934985;80596,06774867047;89528,71376540094;101287,05141321283;71493,76984829555;79699,54823602586;92592,87266742343;70834,57669265194;88665,71808192063;106046,46372093075;81456,01878752976;90788,35784532024;109049,5347366555
151;72981,86775597956;79126,90085786808;89948,33186075295;65385,981191708204;74372,01088755993;90080,11415063405;72619,12712382263;82836,51001451988;99280,50196127984;71429,62535454612;76878,15396840259;86404,6670462921;72130,76440538032;79254,81671186294;97413,99488081706;69681,22991204736;76641,31721038593;88690,5999644982;81029,35291350774;88912,20964795572;100822,24962561316;71371,7518990795;79756,75659181623;94104,59321435688;70853,98114113063;88000,02522059063;106512,49382248308;81869,88208480249;90903,96813661931;109319,5200363049
152;72773,21523523358;78910,65988349947;89829,13059740276;65364,79872910905;74465,94422275445;85757,18673368407;72148,50978298186;82478,76809721823;97345,35699765294;71855,32022141317;76620,06483639189;85476,26166985539;70689,17585702105;79508,14806721522;91051,33583275185;69681,22991204736;76644,38350326942;87565,71539888758;79121,9778795423;88237,19651798728;104390,0604190107;71371,7518990795;79519,73833811829;96677,87940666599;69230,62046011143;86532,39016750087;105258,1888034217;81491,49841076581;90532,25804543677;104217,99333323025
153;72343,98871743047;78622,40264322991;90288,12208669238;65103,41065474983;73984,90202026277;88638,44969530747;72148,50978298186;81838,36100632761;96325,4452018369;71637,24395103079;76717,15723395489;89298,70297018223;71701,28255643496;79098,85254429356;91337,62411856926;69681,22991204736;76826,80988969926;89034,06559325814;79517,30971259344;88423,99906360041;99007,74856344382;71371,7518990795;79162,04723234227;92994,62101840998;69230,62046011143;85446,79615076432;98502,68642479918;81491,49841076581;89873,14603429398;106595,06918612999
154;72386,07286195479;78591,05129500254;92263,28541087541;64756,42279548893;73773,52205806403;92010,92372890696;70858,76415741649;81464,37172029931;99079,91099141615;70415,71986150289;76702,16286083072;90417,58315369906;71993,40278943659;78661,93008263467;90078,06714692806;68960,3057027401;76540,53436757551;88366,72189699105;79517,30971259344;88145,4262988705;100924,21669491599;71206,74508406066;78926,74689411266;91290,42423779966;72144,47855246357;83938,84171896531;104923,25706409155;78817,71338378868;90280,47196283143;105670,14789010245
155;72981,86775597956;78667,64302750649;89418,70485813846;64756,42279548893;74342,06836644562;88283,40712385389;68961,35785504011;81429,28221495713;99124,5423061753;70415,71986150289;77116,60283846076;86831,19132678433;70886,21970034647;78416,62446363537;90922,736885195;68978,70919097199;76287,51824756368;88134,53198888687;79517,30971259344;88305,49161176759;101054,0965222217;70717,02714779404;78386,17921202413;94525,10829082734;72144,47855246357;83503,97973049748;96968,04543646488;78543,79512562709;90199,82796530558;104841,70849661835
156;72846,9161800518;78385,96667231458;90026,39009469244;64756,42279548893;74069,25932941026;88210,93430582437;71365,89764170453;81269,91818952339;103751,03838915973;70415,71986150289;76769,87413864858;89188,31386387248;70886,21970034647;78113,9440285344;89581,09117800642;69078,41107783791;76594,32620546178;89365,1547845938;79517,30971259344;88417,95823814365;99963,92422846699;70267,90704535035;78292,76794411229;94696,60412745325;68722,89110394575;82380,73945037292;98219,00261190087;78543,79512562709;89169,81450578757;107477,2056847577
157;72575,66145827937;78430,1688057234;91390,59378022308;64778,891647633885;73560,17574489299;87506,25083794663;70632,92922766;81430,72774944016;97282,32043972281;70415,71986150289;76549,9238532432;85871,86616139988;70886,21970034647;78199,2755141616;89799,5540414331;69094,59820108437;76436,61142367797;86923,0605268764;80706,99805318085;88361,39186316161;101242,32599359367;69164,24402145602;78002,1455154424;90845,86083752646;68722,89110394575;81607,36054336626;98775,60785212969;78543,79512562709;89971,68732790613;105176,42609078842
158;71422,05282430438;78937,57860484526;92246,56748147095;64778,891647633885;73536,40575841587;85980,29835468665;70632,92922766;81184,06845346602;92166,37153220804;70419,68191775095;76143,25216640397;86746,01905756774;70886,21970034647;78065,02138989914;89709,59050736253;69094,59820108437;75800,55864919929;86128,79016224384;79946,32310493763;88519,77623076887;101435,34026810872;70201,41649110026;77413,53258912062;89949,80950758222;68722,89110394575;81047,49857581878;98781,16430403398;78184,18875175202;89371,6301107186;104700,20366580645
159;71422,05282430438;78918,4943550129;92515,78378313972;63007,51987807238;73201,49069443297;87299,13419899186;71373,2921552847;80439,3003450356;93025,18679995908;69645,38092505341;76061,25493596596;86035,97090879087;69602,94381270555;77694,58547708379;90545,23191051926;69355,56503643242;75570,60519272064;88549,85716602637;78725,0924077679;88292,6661671469;102118,40619163682;70201,41649110026;77109,33542586348;91136,29395598035;72318,85432360123;81053,61009305132;97855,34838083855;78543,79512562709;88640,22297671039;106763,13523730527
160;71422,05282430438;79246,07974839122;92706,50843820481;62088,944164211374;73132,333025089;86728,81374361448;71250,1797159688;79512,47436065738;99729,17217731004;69645,38092505341;75903,95433965753;90045,66716970003;69602,94381270555;78067,7470700477;90452,61099558123;68901,97419942821;75868,9172995592;86534,33373166021;77141,31945645802;87928,50793698958;101344,60274295307;69923,03030806745;76623,28719724306;87638,5399310313;70916,00274348492;80632,69080422574;99717,04862829874;77420,47524264139;88892,68833314953;103881,09508831162
161;71422,05282430438;79069,83348768087;93941,35631172932;62292,22109064245;73336,63616862317;85787,21240719789;71384,06991552093;79903,27277495894;94177,24191232659;70263,21212727597;76025,79085707529;87461,9767033383;69602,94381270555;77431,22865293016;90579,74470292487;69581,73193447472;76094,95288332623;87981,13837449579;78023,96071160908;87898,17595769487;102442,24308490129;69407,89373537473;76286,18664057003;88957,3414093129;70916,00274348492;80744,13565446787;96211,10523809765;77420,47524264139;88543,35320795816;110838,49504454366
162;71422,05282430438;79348,86695013013;98775,21189124603;62292,22109064245;72830,67817033501;86924,72121259363;71384,06991552093;79573,54223524961;93968,53100251549;70419,68191775095;75973,40875588777;87937,87004380023;69602,94381270555;77363,69984793165;92790,84375380087;68133,25044169776;75956,01835295855;89607,10738818883;77006,13807210862;88013,2821728525;101899,3264697754;67885,32884559027;76007,66096662992;89456,4980128141;70916,00274348492;80366,83523019614;99276,84567856415;77420,47524264139;88389,423743986;107444,53996642408
163;71422,05282430438;79574,30090479061;96382,76584304479;63007,51987807238;72294,95651275385;89169,9995980976;70955,0493305648;78984,33239401873;93146,7603221574;70419,68191775095;75866,13279891097;89124,60026032239;70135,14759745021;77180,63741198136;88249,3878853843;68133,25044169776;75920,4777916011;88466,22432646881;77006,13807210862;87229,25241898093;99727,33227960452;67885,32884559027;75842,01579300614;90338,53568290043;72738,59375954005;80124,6794762175;98175,48389503662;77420,47524264139;87758,06675112009;109330,22617679286
164;69600,01277673742;79184,71210676337;93114,50563642569;63007,51987807238;72114,81161691928;83715,58700748488;70955,0493305648;78983,45424567464;94544,66880041898;70432,69470184091;76252,50352111162;85784,21795555051;71008,03839092018;76726,5581999616;88330,04037245436;68737,12610003949;75754,17765574963;87865,18083923023;77006,13807210862;86970,21911248485;101311,46258697902;67885,32884559027;75510,64036895378;89419,75576136848;72768,00024155993;80302,1863468836;93258,86209172645;77420,47524264139;87403,16296682818;105747,17626228403
165;69600,01277673742;78298,35866971486;91684,03049980631;63318,72643582691;71644,20265588394;86917,47509136808;70955,0493305648;78816,33747025998;93359,809311956;69789,79817139202;76044,66460775805;84505,63237744271;69009,81025061147;76593,18208639728;87908,28565185382;68641,04233134171;75431,6367667415;88987,56569799288;73869,48135937513;87000,44686052504;102892,68109513282;67691,01603162044;75516,35273049945;90128,42421467471;71279,72040906358;79593,175475127;90796,43114820977;77420,47524264139;87153,95853142279;105687,28189291818
166;69600,01277673742;77895,49063883183;93857,4536554115;63318,72643582691;71972,7876851827;85434,85072733408;70875,65467024867;78606,87391417872;92517,97284623643;69284,06333640504;76041,47865997792;86844,18022435166;69009,81025061147;77281,89027926348;93350,538788674;66342,0380428774;75300,08331175608;89642,85135330587;77175,61569408102;86932,68220500906;102238,06912207448;68469,76217130732;75817,20586393565;89223,05720274;71279,72040906358;79653,40308314684;94217,53004884713;77742,4881749518;87313,63080561208;105687,28189291818
